,Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score
495,1,1,1,51,11,0,1,4.0,6.7,0.5
496,1,0,1,60,14,7,1,3.0,3.2,0.11
497,1,1,1,25,8,10,1,2.0,4.9,0.42
498,0,0,0,38,18,10,3,6.0,8.8,0.7
499,0,0,1,54,8,0,3,5.0,6.2,0.41
500,0,1,0,40,1,12,1,3.0,4.2,0.25
501,1,1,1,23,7,0,0,2.0,3.3,0.18
502,1,0,0,32,12,4,1,2.0,5.2,0.28
503,0,0,1,46,4,5,2,3.0,6.4,0.44
504,1,1,0,36,15,6,3,6.0,6.6,0.52
505,1,0,1,58,13,11,1,2.0,4.8,0.28
506,1,1,0,34,9,6,2,5.0,6.2,0.53
507,1,0,1,45,14,5,0,2.0,4.7,0.27
508,1,0,0,36,8,9,0,1.0,3.1,0.14
509,1,1,0,57,12,4,3,6.0,6.0,0.53
510,0,1,1,58,5,12,1,2.0,5.9,0.22
511,1,0,1,62,4,12,1,2.0,3.3,0.24
512,1,1,0,48,8,7,3,6.0,8.1,0.67
513,1,1,1,51,7,2,2,4.0,6.2,0.38
514,0,0,1,52,15,10,2,6.0,6.9,0.65
515,1,0,0,45,12,9,1,3.0,5.5,0.46
516,1,0,0,39,10,7,3,5.0,4.2,0.31
517,1,0,0,32,7,2,3,7.0,6.1,0.55
518,1,0,1,35,5,3,2,4.0,5.9,0.4
519,1,1,0,33,18,12,0,1.0,5.9,0.45
520,1,1,0,41,4,12,4,7.0,6.2,0.51
521,1,0,1,33,7,3,3,5.0,5.9,0.37
522,1,1,1,24,10,9,1,3.0,4.7,0.23
523,1,0,1,23,16,2,2,4.0,5.1,0.41
524,1,0,0,23,11,6,1,2.0,4.7,0.27
525,0,0,1,50,6,9,1,3.0,6.1,0.41
526,1,1,0,30,1,0,2,4.0,2.7,0.16
527,0,0,0,33,17,12,4,7.0,6.9,0.66
528,1,0,1,29,18,5,3,6.0,5.9,0.49
529,1,1,1,60,19,8,0,2.0,5.9,0.34
530,1,0,0,61,16,5,1,3.0,4.4,0.29
531,0,0,1,38,19,0,3,5.0,6.5,0.47
532,0,1,1,39,11,1,0,1.0,5.9,0.07
533,1,0,1,41,20,4,2,4.0,4.6,0.31
534,1,1,0,39,8,3,2,5.0,6.8,0.65
535,1,0,1,56,11,8,1,4.0,2.1,0.12
536,1,0,0,54,6,7,3,5.0,4.8,0.45
537,0,1,1,40,7,5,2,5.0,6.5,0.51
538,0,1,1,44,13,12,1,2.0,3.6,0.2
539,1,0,1,25,12,5,1,2.0,3.9,0.25
540,0,0,0,23,14,12,2,6.0,6.4,0.57
541,1,0,1,26,20,8,3,5.0,5.2,0.48
542,0,0,0,35,2,2,2,5.0,7.6,0.73
543,1,0,1,65,19,8,0,1.0,3.8,0.22
544,1,0,0,32,12,10,2,5.0,7.7,0.59
545,0,1,1,33,11,11,1,3.0,5.5,0.33
546,0,0,1,53,4,3,2,5.0,4.1,0.45
547,0,0,0,31,19,8,2,5.0,7.4,0.55
548,0,0,0,64,1,1,1,4.0,4.8,0.36
549,0,0,1,23,20,2,1,3.0,4.2,0.27
550,1,1,1,51,19,7,2,4.0,5.9,0.41
551,1,0,0,63,11,11,3,6.0,6.0,0.53
552,1,0,0,23,5,11,4,8.0,9.0,0.74
553,1,1,1,57,11,8,1,4.0,4.2,0.33
554,0,1,0,29,14,11,2,6.0,6.7,0.54
555,1,0,1,41,6,12,3,4.0,5.9,0.38
556,0,0,1,51,9,11,3,6.0,6.1,0.56
557,0,0,0,56,3,9,1,3.0,5.2,0.32
558,1,1,0,59,5,10,4,8.0,5.9,0.45
559,0,0,0,38,9,10,4,7.0,6.7,0.51
560,1,0,1,63,19,1,2,4.0,5.6,0.35
561,0,0,0,25,10,5,1,2.0,5.3,0.49
562,1,0,1,44,14,10,4,6.0,7.7,0.67
563,1,0,0,52,6,12,2,4.0,3.5,0.29
564,0,0,1,52,8,4,1,2.0,5.9,0.3
565,0,0,0,51,10,1,2,4.0,4.7,0.4
566,0,0,1,29,5,12,3,6.0,5.0,0.35
567,0,0,0,57,11,5,4,4.0,6.4,0.45
568,1,0,1,39,10,8,1,2.0,4.7,0.23
569,1,0,0,34,16,10,3,6.0,6.6,0.45
570,0,1,1,64,9,2,1,4.0,6.4,0.41
571,0,0,1,55,2,3,3,6.0,7.3,0.59
572,1,1,1,42,11,7,1,4.0,5.1,0.39
573,0,1,0,33,17,3,2,5.0,5.9,0.52
574,1,1,1,53,16,0,1,4.0,6.0,0.44
575,0,0,0,28,4,8,4,7.0,7.6,0.68
576,1,1,0,28,5,10,2,6.0,6.3,0.45
577,0,0,0,48,12,2,2,4.0,6.0,0.42
578,0,0,1,50,19,7,3,5.0,6.3,0.44
579,0,0,0,32,12,12,3,5.0,5.9,0.38
580,1,0,0,32,20,6,4,6.0,7.2,0.64
581,1,0,0,26,12,8,2,3.0,3.4,0.18
582,0,0,0,61,9,0,2,4.0,7.3,0.69
583,0,0,0,63,6,7,2,4.0,5.9,0.39
584,1,1,1,64,6,10,2,4.0,4.0,0.32
585,0,0,0,43,7,4,2,6.0,6.1,0.58
586,0,0,1,30,8,7,4,7.0,5.6,0.49
587,0,0,0,21,6,8,3,5.0,6.1,0.6
588,0,0,0,32,8,4,2,6.0,8.1,0.65
589,1,0,1,46,4,0,3,4.0,5.2,0.29
590,0,0,1,30,10,2,0,1.0,3.1,0.17
591,1,1,0,65,2,0,3,6.0,6.1,0.56
592,1,0,1,27,11,8,3,6.0,5.6,0.43
593,0,0,0,32,18,8,2,4.0,5.9,0.66
594,1,0,1,54,18,10,1,2.0,4.5,0.29
595,0,1,1,56,7,0,3,6.0,6.6,0.65
596,1,0,1,48,12,10,1,4.0,6.2,0.44
597,1,0,0,43,8,0,4,7.0,7.0,0.6
598,1,0,1,65,17,11,3,5.0,5.4,0.34
599,0,1,1,23,16,6,1,2.0,5.9,0.15
600,1,0,1,22,15,4,2,4.0,5.5,0.33
601,1,0,1,25,17,6,3,6.0,4.6,0.35
602,0,0,0,36,14,0,5,9.0,7.8,0.79
603,1,0,1,27,19,1,1,4.0,4.8,0.41
604,0,0,0,21,13,4,4,8.0,9.6,0.86
605,1,0,1,48,3,12,3,7.0,8.0,0.8
606,1,1,1,63,12,4,3,5.0,5.1,0.32
607,1,0,0,36,7,1,3,6.0,8.7,0.76
608,1,0,1,62,11,7,0,1.0,2.6,0.15
609,1,1,0,30,9,3,3,5.0,5.7,0.54
610,0,0,0,55,5,7,4,8.0,8.8,0.7
611,1,0,0,61,10,0,3,7.0,7.7,0.57
612,1,1,0,57,11,3,1,3.0,5.5,0.44
613,1,1,0,56,19,12,3,6.0,4.9,0.32
614,1,1,0,35,2,11,3,5.0,4.7,0.38
615,0,1,0,49,15,10,4,7.0,9.2,0.82
616,0,1,0,51,12,0,3,7.0,6.2,0.58
617,1,0,0,44,4,7,5,10.0,9.5,0.94
618,1,0,0,51,5,0,3,6.0,5.3,0.43
619,0,1,0,39,1,4,2,4.0,8.3,0.64
620,1,0,1,44,5,3,1,4.0,6.8,0.5
621,1,1,1,32,17,7,5,4.0,9.4,1.0
622,0,0,0,22,13,8,3,5.0,5.9,0.42
623,1,1,0,25,14,6,2,3.0,6.1,0.41
624,0,0,1,36,14,1,2,3.0,3.3,0.25
625,0,0,0,33,15,10,2,6.0,5.5,0.51
626,0,0,1,52,11,5,1,3.0,5.9,0.38
627,1,1,1,40,6,1,1,2.0,5.9,0.45
628,0,0,0,22,13,10,2,7.0,8.8,0.8
629,1,0,0,46,13,7,2,4.0,5.7,0.36
630,1,0,1,47,14,7,3,4.0,4.3,0.38
631,1,1,1,25,11,12,1,4.0,6.2,0.41
632,1,1,0,21,12,3,3,5.0,7.1,0.64
633,1,0,1,49,20,2,2,5.0,3.7,0.3
634,0,1,0,37,4,12,3,6.0,5.7,0.44
635,0,0,0,21,11,1,1,1.0,3.6,0.15
636,1,0,0,45,3,5,4,8.0,7.5,0.71
637,0,0,0,51,3,4,2,5.0,6.8,0.54
638,1,0,1,21,1,6,2,3.0,5.7,0.44
639,1,0,0,59,6,9,1,2.0,0.7,0.45
640,1,0,1,26,4,11,1,4.0,5.9,0.46
641,1,0,1,57,13,5,1,2.0,2.9,0.15
642,0,1,1,21,19,11,2,4.0,2.9,0.22
643,0,1,0,50,8,9,1,4.0,1.3,0.06
644,0,0,0,61,2,10,3,5.0,5.9,0.55
645,1,0,1,58,16,8,3,7.0,7.5,0.77
646,0,0,0,62,10,11,2,3.0,6.3,0.48
647,0,0,1,54,1,3,1,3.0,6.4,0.45
648,1,0,1,45,3,3,2,4.0,5.6,0.43
649,0,0,1,40,4,10,2,4.0,2.8,0.11
650,0,0,1,29,9,5,2,6.0,7.5,0.76
651,0,0,0,62,12,7,1,1.0,5.1,0.29
652,0,0,1,26,2,1,4,7.0,6.4,0.63
653,1,0,1,50,8,0,3,7.0,7.1,0.58
654,1,1,1,46,12,1,2,5.0,5.8,0.48
655,0,0,1,59,10,5,0,1.0,3.4,0.18
656,0,1,0,58,10,6,3,5.0,7.3,0.6
657,0,1,1,42,9,10,1,2.0,4.4,0.24
658,1,0,1,24,19,6,2,4.0,4.3,0.35
659,0,0,0,53,19,9,1,3.0,4.8,0.39
660,0,0,0,61,5,11,2,6.0,5.9,0.53
661,1,0,1,29,1,9,2,3.0,4.4,0.34
662,0,1,0,42,2,9,2,4.0,6.4,0.54
663,1,1,1,53,12,8,1,4.0,5.4,0.41
664,1,0,0,48,16,11,2,4.0,5.3,0.44
665,1,0,1,39,2,5,0,1.0,2.1,0.12
666,1,0,1,33,10,7,3,5.0,6.7,0.45
667,0,0,0,55,4,4,2,5.0,4.3,0.36
668,0,0,0,25,9,9,0,1.0,0.2,0.45
669,0,0,1,32,9,7,2,3.0,4.0,0.31
670,1,0,0,35,5,4,3,8.0,9.5,0.93
671,1,0,1,52,14,1,2,3.0,2.8,0.15
672,1,0,1,50,14,3,0,1.0,0.2,0.45
673,1,1,0,32,8,12,3,5.0,5.1,0.38
674,0,0,1,31,17,12,2,4.0,3.8,0.31
675,1,1,0,30,5,6,3,7.0,5.9,0.52
676,1,0,1,49,6,8,1,2.0,5.2,0.27
677,0,1,1,34,9,2,3,5.0,6.8,0.47
678,1,0,0,37,9,6,2,4.0,7.0,0.45
679,0,0,0,56,17,11,1,3.0,5.5,0.35
680,0,1,0,41,9,12,3,6.0,7.0,0.69
681,1,1,1,62,10,4,2,5.0,5.9,0.52
682,0,0,1,56,6,6,4,8.0,8.1,0.69
683,0,0,1,48,13,2,2,4.0,5.0,0.38
684,0,1,0,65,18,6,2,4.0,7.2,0.57
685,0,0,1,37,4,11,2,5.0,7.7,0.58
686,1,0,1,49,9,10,0,1.0,2.6,0.09
687,1,0,1,31,1,12,2,4.0,6.0,0.46
688,1,0,1,40,12,1,0,1.0,3.2,0.12
689,0,0,0,35,5,4,3,7.0,8.1,0.75
690,1,0,1,40,19,11,1,4.0,5.5,0.47
691,1,1,1,48,2,10,2,3.0,1.2,0.05
692,0,0,0,45,5,5,3,7.0,7.6,0.79
693,0,0,1,63,5,7,3,5.0,7.4,0.63
694,0,0,1,37,6,9,3,5.0,5.4,0.42
695,0,0,1,48,1,11,1,3.0,5.5,0.46
696,1,0,1,37,16,3,2,4.0,5.9,0.62
697,0,0,1,33,20,6,2,4.0,6.1,0.5
698,0,1,1,22,12,9,2,3.0,5.6,0.32
699,0,0,0,61,10,1,4,7.0,8.5,0.45
700,1,0,1,48,1,11,1,4.0,4.5,0.35
701,0,1,0,37,12,0,4,6.0,6.5,0.49
702,1,0,1,40,19,12,0,2.0,2.6,0.16
703,1,0,1,30,6,4,2,3.0,3.7,0.29
704,1,0,1,25,4,9,2,4.0,4.8,0.36
705,1,1,1,59,10,11,0,1.0,3.7,0.45
706,1,0,1,60,8,9,2,3.0,4.2,0.22
707,1,0,0,36,5,11,2,4.0,3.3,0.11
708,1,0,0,56,11,8,3,6.0,7.9,0.62
709,1,0,0,62,15,7,2,5.0,7.2,0.53
710,1,1,1,52,6,6,2,6.0,6.4,0.55
711,0,1,1,39,18,10,0,1.0,3.8,0.2
712,1,0,0,52,16,5,1,1.0,4.9,0.27
713,1,0,0,63,5,0,2,3.0,6.0,0.42
714,1,1,1,60,20,5,3,4.0,6.7,0.46
715,1,0,0,57,8,5,1,4.0,6.1,0.56
716,1,1,0,49,16,9,3,6.0,7.2,0.59
717,0,0,0,38,10,3,4,8.0,5.9,0.75
718,1,1,1,46,14,11,3,4.0,5.7,0.38
719,0,0,1,63,15,9,2,4.0,6.8,0.48
720,1,1,1,21,20,8,1,2.0,5.1,0.37
721,0,0,0,64,19,2,4,9.0,9.8,0.98
722,0,0,0,62,13,6,4,6.0,8.3,0.66
723,0,0,1,49,17,8,1,1.0,3.3,0.2
724,0,0,1,32,10,0,4,7.0,7.8,0.64
725,1,0,1,38,5,1,2,5.0,8.1,0.62
726,0,1,0,57,6,1,2,4.0,3.2,0.27
727,0,0,1,34,20,12,2,6.0,6.9,0.51
728,0,1,1,42,19,2,2,6.0,8.3,0.74
729,1,0,0,35,12,0,4,9.0,9.3,1.0
730,0,1,1,53,5,0,2,5.0,7.1,0.52
731,0,0,0,62,17,3,1,4.0,6.0,0.47
732,1,0,1,34,14,1,1,2.0,5.9,0.48
733,0,0,1,49,15,2,4,8.0,7.4,0.71
734,0,0,0,29,4,4,1,4.0,4.6,0.36
735,1,0,0,40,7,7,4,7.0,6.6,0.56
736,0,0,0,22,7,2,3,6.0,5.4,0.43
737,1,0,0,59,15,2,4,6.0,8.4,0.65
738,1,1,0,48,8,4,4,8.0,7.5,0.67
739,0,1,0,43,2,6,4,8.0,8.5,0.91
740,0,1,0,37,5,6,3,5.0,5.4,0.5
741,0,1,0,61,2,5,2,4.0,5.4,0.36
742,1,1,1,39,19,8,0,2.0,3.7,0.22
743,0,0,1,65,16,3,3,4.0,6.3,0.5
744,1,0,0,56,18,0,3,4.0,6.3,0.46
745,0,1,1,38,6,7,2,5.0,7.0,0.54
746,0,0,1,58,11,4,1,2.0,5.0,0.31
747,1,0,0,40,15,10,3,8.0,8.3,0.71
748,0,0,0,29,1,0,3,5.0,6.6,0.51
749,0,1,0,41,1,0,2,3.0,4.7,0.29
750,0,0,1,31,14,7,2,3.0,2.8,0.19
751,1,1,0,64,4,6,2,2.0,1.6,0.1
752,0,0,0,24,14,3,2,4.0,6.6,0.44
753,0,1,0,35,7,10,3,7.0,8.2,0.82
754,0,0,0,61,3,5,2,5.0,5.9,0.4
755,0,0,1,36,13,8,2,4.0,6.3,0.46
756,1,0,1,31,10,12,2,2.0,1.6,0.45
757,1,1,0,46,5,12,4,7.0,8.3,0.45
758,0,1,1,65,7,6,1,1.0,5.9,0.45
759,1,0,1,41,16,4,3,4.0,5.9,0.49
760,0,0,1,25,11,9,4,7.0,7.8,0.71
761,0,0,1,62,8,1,2,3.0,4.8,0.38
762,1,0,0,37,2,5,2,5.0,6.3,0.55
763,1,0,1,50,6,6,1,3.0,5.9,0.38
764,1,0,1,32,14,4,4,9.0,9.1,0.73
765,1,0,1,30,19,10,3,5.0,6.5,0.51
766,0,1,1,60,4,0,2,4.0,5.2,0.42
767,1,1,1,60,20,10,1,3.0,4.4,0.25
768,0,0,0,45,11,8,2,4.0,5.0,0.41
769,1,0,0,51,18,12,2,5.0,6.7,0.6
770,1,0,1,30,15,8,0,1.0,3.6,0.17
771,1,1,0,48,10,4,1,1.0,5.9,0.28
772,1,1,0,35,4,8,1,4.0,5.6,0.35
773,1,0,1,38,19,12,3,5.0,5.1,0.35
774,1,1,0,61,19,3,4,8.0,8.7,0.77
775,1,1,1,60,16,8,1,2.0,4.2,0.25
776,1,0,1,31,14,1,1,3.0,5.9,0.41
777,0,0,0,35,15,6,2,5.0,6.3,0.56
778,0,0,1,38,17,0,4,7.0,5.9,0.62
779,0,0,0,42,6,1,4,8.0,5.9,0.88
780,0,0,1,62,10,11,1,2.0,2.1,0.16
781,1,0,1,29,1,0,2,4.0,4.1,0.33
782,1,1,0,31,19,2,3,5.0,5.9,0.57
783,1,0,1,62,13,7,3,6.0,7.3,0.57
784,1,0,1,24,17,10,1,2.0,5.9,0.27
785,1,0,1,64,15,11,1,4.0,5.2,0.3
786,1,0,1,46,2,12,1,4.0,4.4,0.39
787,0,0,1,45,10,6,3,7.0,5.9,0.72
788,0,1,0,64,17,8,2,5.0,7.1,0.53
789,1,0,0,31,20,6,2,6.0,7.0,0.68
790,0,0,0,29,8,12,2,4.0,8.0,0.6
791,1,0,0,41,20,0,0,1.0,2.6,0.2
792,0,0,1,64,2,4,0,2.0,2.8,0.19
793,1,1,0,37,6,5,4,8.0,7.8,0.7
794,0,0,1,21,15,10,2,4.0,5.0,0.47
795,0,1,1,38,7,11,2,4.0,7.4,0.61
796,1,1,0,41,3,11,3,5.0,6.4,0.59
797,1,1,1,25,20,0,5,9.0,7.8,0.79
798,1,0,1,36,6,8,0,2.0,5.9,0.18
799,0,1,1,62,4,0,0,1.0,1.0,0.09
800,1,0,0,22,13,1,3,6.0,4.3,0.36
801,1,0,0,27,1,0,0,1.0,2.7,0.14
802,0,1,1,44,9,9,1,2.0,5.9,0.45
803,0,1,0,60,2,1,3,8.0,9.2,0.81
804,1,1,0,36,15,11,4,8.0,7.5,0.7
805,0,0,1,50,8,10,2,4.0,4.8,0.35
806,0,1,1,61,17,6,0,1.0,3.9,0.26
807,0,0,1,34,4,7,2,3.0,5.2,0.37
808,1,0,0,46,5,7,1,2.0,5.2,0.36
809,0,0,0,41,20,8,2,4.0,4.8,0.41
810,0,1,0,42,2,12,3,6.0,7.3,0.45
811,1,0,0,62,12,6,3,7.0,6.5,0.54
812,0,0,1,60,6,1,2,2.0,2.9,0.22
813,1,0,1,34,13,6,2,4.0,5.9,0.33
814,0,1,1,21,7,5,1,3.0,5.4,0.31
815,0,0,1,36,12,6,2,4.0,4.7,0.39
816,0,0,1,60,19,5,0,1.0,5.9,0.06
817,0,1,0,57,12,5,3,6.0,6.2,0.54
818,1,0,1,29,12,4,3,7.0,6.2,0.57
819,1,0,1,29,10,6,1,2.0,4.1,0.31
820,0,1,1,21,7,10,2,4.0,7.2,0.55
821,1,0,1,40,2,7,2,4.0,5.9,0.27
822,0,0,1,23,13,3,2,3.0,6.4,0.47
823,0,0,1,57,16,1,3,6.0,7.0,0.55
824,1,0,0,40,5,11,2,5.0,7.0,0.56
825,1,0,0,31,10,11,2,4.0,4.3,0.35
826,0,0,0,59,16,0,4,8.0,7.3,0.64
827,1,0,1,29,13,7,4,6.0,5.3,0.49
828,1,1,1,57,2,1,2,4.0,5.9,0.46
829,1,0,0,25,4,8,0,2.0,2.2,0.15
830,0,0,1,53,13,9,3,6.0,6.0,0.45
831,1,1,0,43,10,10,4,6.0,7.2,0.64
832,0,1,1,44,13,7,1,2.0,4.5,0.23
833,0,0,0,60,10,3,1,2.0,3.4,0.14
834,0,1,0,21,14,0,2,4.0,3.6,0.28
835,0,1,0,41,17,2,3,7.0,7.8,0.61
836,0,0,1,45,14,5,1,3.0,4.9,0.32
837,0,0,0,31,4,8,3,5.0,8.4,0.67
838,1,1,0,36,3,2,3,7.0,7.4,0.54
839,0,0,0,59,3,9,3,7.0,5.9,0.77
840,0,1,0,50,19,4,3,5.0,7.3,0.55
841,1,0,1,23,11,2,3,7.0,8.8,0.83
842,0,0,0,40,14,1,3,6.0,7.1,0.69
843,1,1,0,52,13,6,2,4.0,7.4,0.68
844,1,1,0,29,7,8,2,5.0,8.0,0.6
845,0,0,1,54,1,1,1,3.0,5.1,0.46
846,1,0,1,21,4,1,1,2.0,4.0,0.32
847,0,1,1,22,20,9,1,3.0,5.7,0.44
848,1,0,1,53,3,10,1,2.0,4.8,0.25
849,1,0,1,65,6,0,2,5.0,6.3,0.45
850,0,1,0,50,2,3,3,6.0,8.0,0.6
851,1,0,1,28,1,1,2,3.0,5.5,0.4
852,0,1,0,51,6,10,2,5.0,5.8,0.51
853,0,1,1,63,20,12,2,3.0,4.3,0.45
854,0,0,0,37,2,8,3,5.0,6.9,0.67
855,0,0,0,44,5,5,1,3.0,5.9,0.45
856,1,1,0,37,2,9,1,3.0,3.7,0.31
857,1,0,1,57,11,7,1,3.0,5.9,0.38
858,1,0,0,30,13,5,3,6.0,9.3,0.81
859,1,0,0,46,6,2,3,8.0,7.7,0.79
860,1,0,0,33,16,6,1,2.0,5.6,0.4
861,0,0,0,61,1,4,2,4.0,4.5,0.39
862,1,1,1,63,3,5,1,1.0,3.6,0.22
863,1,1,1,44,15,11,1,3.0,6.0,0.4
864,1,0,0,25,18,1,2,3.0,5.9,0.22
865,0,0,1,22,18,8,1,2.0,2.0,0.04
866,0,0,1,49,6,9,0,1.0,5.9,0.45
867,0,0,0,51,11,10,2,6.0,7.1,0.62
868,1,0,0,23,14,3,1,5.0,5.7,0.51
869,0,0,1,29,19,12,2,3.0,2.5,0.2
870,0,0,0,62,5,11,1,4.0,6.9,0.47
871,1,0,0,49,3,3,2,3.0,4.4,0.21
872,0,0,1,47,7,6,3,6.0,6.3,0.46
873,0,1,1,51,6,12,2,3.0,6.5,0.45
874,1,0,1,34,13,6,4,7.0,5.9,0.56
875,0,0,0,33,11,0,3,7.0,7.7,0.72
876,1,1,1,23,17,8,2,4.0,6.4,0.41
877,0,0,1,52,10,7,2,4.0,6.5,0.44
878,1,1,1,48,19,11,4,8.0,5.9,1.0
879,1,0,1,61,4,3,1,2.0,5.9,0.29
880,1,0,1,60,15,0,2,4.0,5.1,0.43
881,0,1,0,58,16,8,1,4.0,5.8,0.52
882,1,1,1,64,14,7,3,4.0,5.5,0.4
883,1,1,1,39,4,1,1,4.0,5.7,0.44
884,0,0,0,46,6,5,2,6.0,7.7,0.78
885,1,0,1,60,19,7,2,4.0,4.9,0.34
886,0,0,1,37,18,4,1,4.0,4.9,0.39
887,1,0,0,33,12,10,1,3.0,3.0,0.18
888,1,0,1,28,12,7,3,5.0,5.3,0.38
889,0,0,1,50,20,0,2,4.0,6.3,0.41
890,1,1,0,64,2,6,2,4.0,4.4,0.32
891,0,0,0,55,8,2,5,9.0,9.6,0.82
892,1,0,1,45,16,3,3,6.0,7.4,0.52
893,1,0,1,30,3,3,2,3.0,2.7,0.21
894,0,0,1,32,6,0,2,5.0,6.3,0.56
895,1,0,0,27,8,5,4,8.0,7.7,0.57
896,0,0,0,45,20,6,1,2.0,4.5,0.35
897,1,1,0,36,2,11,3,4.0,6.0,0.56
898,0,1,1,38,18,6,2,4.0,7.3,0.64
899,1,0,0,39,20,7,2,3.0,5.6,0.5
900,0,1,0,44,12,5,2,4.0,7.5,0.53
901,1,1,1,49,18,11,1,3.0,5.1,0.35
902,0,0,1,46,3,8,1,1.0,5.9,0.45
903,1,1,1,36,4,5,3,4.0,5.9,0.42
904,1,0,0,37,14,3,3,6.0,7.8,0.69
905,0,1,0,63,3,11,2,3.0,6.2,0.39
906,0,1,1,55,13,2,4,7.0,7.5,0.62
907,1,1,0,61,2,5,3,6.0,6.8,0.55
908,0,0,0,54,19,10,4,6.0,6.7,0.64
909,0,0,0,37,8,8,3,6.0,6.4,0.54
910,0,0,1,50,18,9,2,5.0,4.9,0.31
911,0,0,0,57,17,7,3,6.0,5.9,0.51
912,0,1,1,25,8,9,1,4.0,3.7,0.25
913,1,0,1,30,18,4,1,4.0,5.9,0.51
914,0,0,0,51,12,2,2,6.0,6.9,0.45
915,0,0,1,48,15,1,3,4.0,7.3,0.71
916,0,1,1,59,15,0,1,2.0,4.3,0.24
917,1,1,0,59,11,1,0,1.0,2.4,0.11
918,0,1,0,29,8,12,2,4.0,2.4,0.19
919,1,0,1,65,6,1,2,5.0,5.7,0.35
920,1,0,1,48,6,10,2,3.0,5.1,0.39
921,1,0,0,60,10,12,2,4.0,5.5,0.39
922,0,0,0,40,15,8,4,8.0,8.9,0.74
923,1,1,0,46,14,11,3,7.0,8.6,0.7
924,1,1,1,52,8,11,0,1.0,5.9,0.09
925,1,0,1,62,4,3,2,4.0,5.3,0.38
926,0,1,0,41,9,10,1,4.0,6.1,0.39
927,0,1,0,47,12,12,2,3.0,6.6,0.46
928,0,0,0,25,11,6,1,2.0,4.5,0.33
929,1,0,1,55,1,8,1,1.0,5.9,0.24
930,1,0,1,62,6,11,3,6.0,5.9,0.43
931,0,0,1,27,2,3,1,3.0,5.1,0.46
932,1,0,1,53,5,12,2,4.0,5.0,0.34
933,0,0,1,29,1,0,4,4.0,5.9,0.6
934,1,0,0,23,20,10,1,3.0,4.3,0.37
935,0,1,0,37,17,10,1,3.0,5.8,0.37
936,0,1,1,22,7,1,3,5.0,5.9,0.47
937,1,0,1,59,15,10,3,4.0,4.9,0.41
938,1,1,0,26,4,3,4,7.0,10.0,0.88
939,1,0,1,42,10,0,2,4.0,5.3,0.47
940,1,1,1,32,3,9,0,1.0,5.9,0.45
941,0,0,1,39,9,3,2,3.0,5.9,0.27
942,1,0,1,43,7,2,2,4.0,4.3,0.34
943,1,0,1,46,15,9,1,4.0,4.2,0.3
944,1,1,1,24,16,8,1,1.0,1.0,0.45
945,1,0,0,40,19,6,0,1.0,2.4,0.11
946,1,0,1,50,15,9,1,2.0,2.1,0.07
947,1,1,0,25,14,9,2,4.0,7.7,0.45
948,1,0,1,55,13,4,1,3.0,5.5,0.48
949,0,1,1,46,16,7,2,4.0,3.7,0.3
950,0,1,1,50,17,11,2,3.0,4.5,0.45
951,1,1,0,65,15,5,1,4.0,7.3,0.5
952,0,0,1,38,11,3,2,5.0,5.8,0.49
953,1,1,0,25,1,3,3,6.0,4.8,0.42
954,0,0,0,28,11,0,2,4.0,6.9,0.56
955,1,0,1,57,4,5,4,7.0,6.9,0.57
956,0,1,1,37,4,9,3,7.0,7.5,0.66
957,0,0,1,21,14,9,3,5.0,8.2,0.45
958,1,0,1,21,10,12,3,5.0,7.0,0.49
959,1,0,1,40,13,6,3,6.0,6.9,0.45
960,0,1,0,47,17,6,5,10.0,7.9,0.73
961,0,0,1,62,20,0,2,3.0,4.8,0.37
962,1,1,1,32,14,9,3,6.0,5.4,0.45
963,1,0,0,51,19,10,5,9.0,8.6,0.85
964,1,1,0,64,19,4,3,7.0,5.9,0.45
965,0,0,1,24,8,6,1,2.0,3.2,0.12
966,0,1,0,36,16,6,4,8.0,7.3,0.52
967,1,0,0,48,9,2,2,4.0,4.8,0.41
968,1,0,1,56,15,0,3,4.0,3.7,0.28
969,0,1,1,64,14,7,2,4.0,5.1,0.37
970,1,0,0,36,1,2,4,7.0,6.7,0.62
971,0,0,1,22,13,10,2,4.0,5.3,0.47
972,0,1,1,46,9,3,0,1.0,2.2,0.11
973,0,1,0,59,17,9,0,1.0,2.0,0.16
974,1,0,1,47,18,12,1,4.0,4.1,0.32
975,0,0,0,63,9,0,1,3.0,5.0,0.38
976,0,0,1,29,6,2,2,4.0,4.7,0.41
977,0,1,0,63,13,8,0,1.0,3.9,0.26
978,1,0,0,47,11,8,3,6.0,5.9,0.64
979,1,0,0,64,3,2,4,8.0,7.4,0.68
980,0,0,0,33,16,5,2,4.0,6.8,0.53
981,1,0,1,42,16,5,1,2.0,4.7,0.39
982,1,0,0,26,11,6,2,4.0,6.7,0.48
983,0,1,1,49,13,2,1,3.0,5.7,0.37
984,1,0,1,24,14,8,2,4.0,5.9,0.47
985,1,1,1,33,9,6,2,4.0,4.7,0.41
986,0,1,1,47,18,12,1,2.0,3.4,0.28
987,1,1,0,50,16,6,2,4.0,5.2,0.38
988,0,0,1,38,2,6,1,4.0,5.9,0.14
989,0,0,1,28,17,4,2,5.0,6.9,0.6
990,1,0,1,42,6,9,1,3.0,5.9,0.36
991,1,0,1,26,7,3,2,4.0,5.9,0.42
