,Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score,Total_Days
446,0,0,1,24,17,1,1,4.0,4.7,0.36,5311
447,0,1,0,59,12,7,2,5.0,4.9,0.39,5404
448,0,0,0,56,12,9,2,6.0,8.7,0.7,5091
449,1,1,0,61,5,1,2,4.0,5.6,0.38,5101
450,0,0,1,58,20,5,5,9.0,9.4,0.88,5182
451,0,0,1,49,8,5,1,2.0,3.6,0.22,5203
452,1,0,0,25,10,6,3,6.0,7.2,0.63,5162
453,0,0,0,34,3,3,4,8.0,5.9,0.68,5196
454,0,1,0,35,13,4,2,5.0,7.2,0.66,5179
455,1,0,1,38,19,1,2,5.0,6.5,0.49,5133
456,0,1,0,60,17,9,3,7.0,5.9,0.77,5091
457,0,0,0,51,13,0,1,2.0,5.2,0.44,5078
458,1,0,0,38,4,4,2,4.0,5.9,0.6,5248
459,0,0,1,35,19,12,0,1.0,5.9,0.2,5343
460,1,0,1,35,14,0,2,4.0,5.5,0.45,5382
461,1,1,1,27,6,4,0,1.0,4.1,0.2,5168
462,0,0,0,41,9,9,5,10.0,9.2,0.75,5258
463,1,1,1,60,19,12,1,1.0,2.6,0.09,5148
464,1,0,0,58,4,2,1,2.0,5.5,0.39,5381
465,0,0,1,53,1,8,2,4.0,2.5,0.14,5294
466,1,0,1,52,13,1,3,7.0,5.8,0.55,5166
467,1,0,1,35,2,2,1,1.0,3.2,0.2,5385
468,0,1,0,41,11,4,3,7.0,8.3,0.66,5245
469,0,0,0,23,4,0,1,3.0,4.6,0.38,5187
470,1,1,0,31,6,8,0,4.0,4.1,0.26,5086
471,1,0,0,32,11,11,2,4.0,6.8,0.46,5402
472,0,0,1,34,7,1,1,3.0,4.9,0.43,5401
473,0,0,0,23,7,12,3,6.0,6.4,0.51,5284
474,0,0,0,61,13,1,0,1.0,5.9,0.16,5074
475,1,0,0,37,14,12,2,4.0,6.9,0.5,5405
476,1,0,0,37,12,6,2,5.0,6.0,0.55,5250
477,1,0,1,55,15,10,3,5.0,6.5,0.5,5265
478,1,1,1,22,19,12,1,2.0,5.7,0.48,5095
479,1,0,1,56,20,10,3,6.0,5.7,0.45,5153
480,0,0,0,23,17,3,2,5.0,7.6,0.6,5373
481,0,0,0,57,18,1,3,5.0,6.0,0.53,5081
482,1,1,1,61,1,0,1,3.0,5.6,0.34,5060
483,1,1,1,28,1,5,3,5.0,5.7,0.39,5100
484,1,0,0,21,8,10,3,4.0,6.3,0.43,5092
485,0,0,1,44,12,8,3,7.0,6.7,0.63,5138
486,0,0,1,33,19,2,3,6.0,4.7,0.43,5268
487,1,1,1,42,3,2,2,4.0,3.9,0.32,5215
488,0,0,1,31,19,8,1,4.0,3.8,0.33,5205
489,1,1,1,56,4,0,0,1.0,3.9,0.21,5196
490,0,0,0,57,6,2,4,8.0,6.7,0.65,5235
491,1,1,1,38,13,7,2,2.0,3.5,0.27,5339
492,1,0,0,33,15,6,3,8.0,7.9,0.76,5207
493,1,0,1,45,1,10,1,1.0,2.0,0.04,5207
494,1,1,0,41,12,4,0,1.0,1.7,0.13,5057
495,1,1,1,51,11,0,1,4.0,6.7,0.5,5414
496,1,0,1,60,14,7,1,3.0,3.2,0.11,5107
497,1,1,1,25,8,10,1,2.0,4.9,0.42,5276
498,0,0,0,38,18,10,3,6.0,8.8,0.7,5091
499,0,0,1,54,8,0,3,5.0,6.2,0.41,5141
500,0,1,0,40,1,12,1,3.0,4.2,0.25,5175
501,1,1,1,23,7,0,0,2.0,3.3,0.18,5252
502,1,0,0,32,12,4,1,2.0,5.2,0.28,5406
503,0,0,1,46,4,5,2,3.0,6.4,0.44,5403
504,1,1,0,36,15,6,3,6.0,6.6,0.52,5172
505,1,0,1,58,13,11,1,2.0,4.8,0.28,5335
506,1,1,0,34,9,6,2,5.0,6.2,0.53,5314
507,1,0,1,45,14,5,0,2.0,4.7,0.27,5268
508,1,0,0,36,8,9,0,1.0,3.1,0.14,5120
509,1,1,0,57,12,4,3,6.0,6.0,0.53,5064
510,0,1,1,58,5,12,1,2.0,5.9,0.22,5057
511,1,0,1,62,4,12,1,2.0,3.3,0.24,5219
512,1,1,0,48,8,7,3,6.0,8.1,0.67,5409
513,1,1,1,51,7,2,2,4.0,6.2,0.38,5143
514,0,0,1,52,15,10,2,6.0,6.9,0.65,5117
515,1,0,0,45,12,9,1,3.0,5.5,0.46,5115
516,1,0,0,39,10,7,3,5.0,4.2,0.31,5370
517,1,0,0,32,7,2,3,7.0,6.1,0.55,5401
518,1,0,1,35,5,3,2,4.0,5.9,0.4,5132
519,1,1,0,33,18,12,0,1.0,5.9,0.45,5150
520,1,1,0,41,4,12,4,7.0,6.2,0.51,5161
521,1,0,1,33,7,3,3,5.0,5.9,0.37,5192
522,1,1,1,24,10,9,1,3.0,4.7,0.23,5322
523,1,0,1,23,16,2,2,4.0,5.1,0.41,5126
524,1,0,0,23,11,6,1,2.0,4.7,0.27,5233
525,0,0,1,50,6,9,1,3.0,6.1,0.41,5197
526,1,1,0,30,1,0,2,4.0,2.7,0.16,5066
527,0,0,0,33,17,12,4,7.0,6.9,0.66,5185
528,1,0,1,29,18,5,3,6.0,5.9,0.49,5371
529,1,1,1,60,19,8,0,2.0,5.9,0.34,5237
530,1,0,0,61,16,5,1,3.0,4.4,0.29,5259
531,0,0,1,38,19,0,3,5.0,6.5,0.47,5057
532,0,1,1,39,11,1,0,1.0,5.9,0.07,5146
533,1,0,1,41,20,4,2,4.0,4.6,0.31,5206
534,1,1,0,39,8,3,2,5.0,6.8,0.65,5333
535,1,0,1,56,11,8,1,4.0,2.1,0.12,5138
536,1,0,0,54,6,7,3,5.0,4.8,0.45,5348
537,0,1,1,40,7,5,2,5.0,6.5,0.51,5352
538,0,1,1,44,13,12,1,2.0,3.6,0.2,5074
539,1,0,1,25,12,5,1,2.0,3.9,0.25,5218
540,0,0,0,23,14,12,2,6.0,6.4,0.57,5131
541,1,0,1,26,20,8,3,5.0,5.2,0.48,5119
542,0,0,0,35,2,2,2,5.0,7.6,0.73,5291
543,1,0,1,65,19,8,0,1.0,3.8,0.22,5200
544,1,0,0,32,12,10,2,5.0,7.7,0.59,5340
545,0,1,1,33,11,11,1,3.0,5.5,0.33,5337
546,0,0,1,53,4,3,2,5.0,4.1,0.45,5189
547,0,0,0,31,19,8,2,5.0,7.4,0.55,5189
548,0,0,0,64,1,1,1,4.0,4.8,0.36,5394
549,0,0,1,23,20,2,1,3.0,4.2,0.27,5130
550,1,1,1,51,19,7,2,4.0,5.9,0.41,5172
551,1,0,0,63,11,11,3,6.0,6.0,0.53,5376
552,1,0,0,23,5,11,4,8.0,9.0,0.74,5356
553,1,1,1,57,11,8,1,4.0,4.2,0.33,5408
554,0,1,0,29,14,11,2,6.0,6.7,0.54,5266
555,1,0,1,41,6,12,3,4.0,5.9,0.38,5095
556,0,0,1,51,9,11,3,6.0,6.1,0.56,5232
557,0,0,0,56,3,9,1,3.0,5.2,0.32,5078
558,1,1,0,59,5,10,4,8.0,5.9,0.45,5134
559,0,0,0,38,9,10,4,7.0,6.7,0.51,5375
560,1,0,1,63,19,1,2,4.0,5.6,0.35,5265
561,0,0,0,25,10,5,1,2.0,5.3,0.49,5175
562,1,0,1,44,14,10,4,6.0,7.7,0.67,5060
563,1,0,0,52,6,12,2,4.0,3.5,0.29,5163
564,0,0,1,52,8,4,1,2.0,5.9,0.3,5180
565,0,0,0,51,10,1,2,4.0,4.7,0.4,5118
566,0,0,1,29,5,12,3,6.0,5.0,0.35,5362
567,0,0,0,57,11,5,4,4.0,6.4,0.45,5108
568,1,0,1,39,10,8,1,2.0,4.7,0.23,5191
569,1,0,0,34,16,10,3,6.0,6.6,0.45,5335
570,0,1,1,64,9,2,1,4.0,6.4,0.41,5136
571,0,0,1,55,2,3,3,6.0,7.3,0.59,5302
572,1,1,1,42,11,7,1,4.0,5.1,0.39,5089
573,0,1,0,33,17,3,2,5.0,5.9,0.52,5220
574,1,1,1,53,16,0,1,4.0,6.0,0.44,5162
575,0,0,0,28,4,8,4,7.0,7.6,0.68,5291
576,1,1,0,28,5,10,2,6.0,6.3,0.45,5186
577,0,0,0,48,12,2,2,4.0,6.0,0.42,5173
578,0,0,1,50,19,7,3,5.0,6.3,0.44,5372
579,0,0,0,32,12,12,3,5.0,5.9,0.38,5398
580,1,0,0,32,20,6,4,6.0,7.2,0.64,5162
581,1,0,0,26,12,8,2,3.0,3.4,0.18,5155
582,0,0,0,61,9,0,2,4.0,7.3,0.69,5188
583,0,0,0,63,6,7,2,4.0,5.9,0.39,5145
584,1,1,1,64,6,10,2,4.0,4.0,0.32,5377
585,0,0,0,43,7,4,2,6.0,6.1,0.58,5228
586,0,0,1,30,8,7,4,7.0,5.6,0.49,5214
587,0,0,0,21,6,8,3,5.0,6.1,0.6,5138
588,0,0,0,32,8,4,2,6.0,8.1,0.65,5074
589,1,0,1,46,4,0,3,4.0,5.2,0.29,5087
590,0,0,1,30,10,2,0,1.0,3.1,0.17,5212
591,1,1,0,65,2,0,3,6.0,6.1,0.56,5128
592,1,0,1,27,11,8,3,6.0,5.6,0.43,5114
593,0,0,0,32,18,8,2,4.0,5.9,0.66,5072
594,1,0,1,54,18,10,1,2.0,4.5,0.29,5260
595,0,1,1,56,7,0,3,6.0,6.6,0.65,5223
596,1,0,1,48,12,10,1,4.0,6.2,0.44,5181
597,1,0,0,43,8,0,4,7.0,7.0,0.6,5099
598,1,0,1,65,17,11,3,5.0,5.4,0.34,5093
599,0,1,1,23,16,6,1,2.0,5.9,0.15,5375
600,1,0,1,22,15,4,2,4.0,5.5,0.33,5067
601,1,0,1,25,17,6,3,6.0,4.6,0.35,5299
602,0,0,0,36,14,0,5,9.0,7.8,0.79,5106
603,1,0,1,27,19,1,1,4.0,4.8,0.41,5366
604,0,0,0,21,13,4,4,8.0,9.6,0.86,5205
605,1,0,1,48,3,12,3,7.0,8.0,0.8,5113
606,1,1,1,63,12,4,3,5.0,5.1,0.32,5105
607,1,0,0,36,7,1,3,6.0,8.7,0.76,5183
608,1,0,1,62,11,7,0,1.0,2.6,0.15,5258
609,1,1,0,30,9,3,3,5.0,5.7,0.54,5234
610,0,0,0,55,5,7,4,8.0,8.8,0.7,5160
611,1,0,0,61,10,0,3,7.0,7.7,0.57,5227
612,1,1,0,57,11,3,1,3.0,5.5,0.44,5134
613,1,1,0,56,19,12,3,6.0,4.9,0.32,5254
614,1,1,0,35,2,11,3,5.0,4.7,0.38,5181
615,0,1,0,49,15,10,4,7.0,9.2,0.82,5278
616,0,1,0,51,12,0,3,7.0,6.2,0.58,5307
617,1,0,0,44,4,7,5,10.0,9.5,0.94,5273
618,1,0,0,51,5,0,3,6.0,5.3,0.43,5396
619,0,1,0,39,1,4,2,4.0,8.3,0.64,5361
620,1,0,1,44,5,3,1,4.0,6.8,0.5,5252
621,1,1,1,32,17,7,5,4.0,9.4,1.0,5328
622,0,0,0,22,13,8,3,5.0,5.9,0.42,5099
623,1,1,0,25,14,6,2,3.0,6.1,0.41,5296
624,0,0,1,36,14,1,2,3.0,3.3,0.25,5320
625,0,0,0,33,15,10,2,6.0,5.5,0.51,5174
626,0,0,1,52,11,5,1,3.0,5.9,0.38,5112
627,1,1,1,40,6,1,1,2.0,5.9,0.45,5195
628,0,0,0,22,13,10,2,7.0,8.8,0.8,5149
629,1,0,0,46,13,7,2,4.0,5.7,0.36,5049
630,1,0,1,47,14,7,3,4.0,4.3,0.38,5402
631,1,1,1,25,11,12,1,4.0,6.2,0.41,5295
632,1,1,0,21,12,3,3,5.0,7.1,0.64,5242
633,1,0,1,49,20,2,2,5.0,3.7,0.3,5127
634,0,1,0,37,4,12,3,6.0,5.7,0.44,5162
635,0,0,0,21,11,1,1,1.0,3.6,0.15,5145
636,1,0,0,45,3,5,4,8.0,7.5,0.71,5163
637,0,0,0,51,3,4,2,5.0,6.8,0.54,5409
638,1,0,1,21,1,6,2,3.0,5.7,0.44,5397
639,1,0,0,59,6,9,1,2.0,0.7,0.45,5262
640,1,0,1,26,4,11,1,4.0,5.9,0.46,5191
641,1,0,1,57,13,5,1,2.0,2.9,0.15,5347
642,0,1,1,21,19,11,2,4.0,2.9,0.22,5267
643,0,1,0,50,8,9,1,4.0,1.3,0.06,5128
644,0,0,0,61,2,10,3,5.0,5.9,0.55,5373
645,1,0,1,58,16,8,3,7.0,7.5,0.77,5142
646,0,0,0,62,10,11,2,3.0,6.3,0.48,5249
647,0,0,1,54,1,3,1,3.0,6.4,0.45,5091
648,1,0,1,45,3,3,2,4.0,5.6,0.43,5349
649,0,0,1,40,4,10,2,4.0,2.8,0.11,5105
650,0,0,1,29,9,5,2,6.0,7.5,0.76,5117
651,0,0,0,62,12,7,1,1.0,5.1,0.29,5091
652,0,0,1,26,2,1,4,7.0,6.4,0.63,5183
653,1,0,1,50,8,0,3,7.0,7.1,0.58,5264
654,1,1,1,46,12,1,2,5.0,5.8,0.48,5074
655,0,0,1,59,10,5,0,1.0,3.4,0.18,5276
656,0,1,0,58,10,6,3,5.0,7.3,0.6,5062
657,0,1,1,42,9,10,1,2.0,4.4,0.24,5142
658,1,0,1,24,19,6,2,4.0,4.3,0.35,5075
659,0,0,0,53,19,9,1,3.0,4.8,0.39,5166
660,0,0,0,61,5,11,2,6.0,5.9,0.53,5239
661,1,0,1,29,1,9,2,3.0,4.4,0.34,5211
662,0,1,0,42,2,9,2,4.0,6.4,0.54,5073
663,1,1,1,53,12,8,1,4.0,5.4,0.41,5364
664,1,0,0,48,16,11,2,4.0,5.3,0.44,5129
665,1,0,1,39,2,5,0,1.0,2.1,0.12,5311
666,1,0,1,33,10,7,3,5.0,6.7,0.45,5069
667,0,0,0,55,4,4,2,5.0,4.3,0.36,5206
668,0,0,0,25,9,9,0,1.0,0.2,0.45,5083
669,0,0,1,32,9,7,2,3.0,4.0,0.31,5311
670,1,0,0,35,5,4,3,8.0,9.5,0.93,5143
671,1,0,1,52,14,1,2,3.0,2.8,0.15,5346
672,1,0,1,50,14,3,0,1.0,0.2,0.45,5083
673,1,1,0,32,8,12,3,5.0,5.1,0.38,5297
674,0,0,1,31,17,12,2,4.0,3.8,0.31,5118
675,1,1,0,30,5,6,3,7.0,5.9,0.52,5157
676,1,0,1,49,6,8,1,2.0,5.2,0.27,5081
677,0,1,1,34,9,2,3,5.0,6.8,0.47,5252
678,1,0,0,37,9,6,2,4.0,7.0,0.45,5395
679,0,0,0,56,17,11,1,3.0,5.5,0.35,5169
680,0,1,0,41,9,12,3,6.0,7.0,0.69,5392
681,1,1,1,62,10,4,2,5.0,5.9,0.52,5202
682,0,0,1,56,6,6,4,8.0,8.1,0.69,5115
683,0,0,1,48,13,2,2,4.0,5.0,0.38,5310
684,0,1,0,65,18,6,2,4.0,7.2,0.57,5333
685,0,0,1,37,4,11,2,5.0,7.7,0.58,5311
686,1,0,1,49,9,10,0,1.0,2.6,0.09,5056
687,1,0,1,31,1,12,2,4.0,6.0,0.46,5356
688,1,0,1,40,12,1,0,1.0,3.2,0.12,5348
689,0,0,0,35,5,4,3,7.0,8.1,0.75,5136
690,1,0,1,40,19,11,1,4.0,5.5,0.47,5195
691,1,1,1,48,2,10,2,3.0,1.2,0.05,5281
692,0,0,0,45,5,5,3,7.0,7.6,0.79,5313
693,0,0,1,63,5,7,3,5.0,7.4,0.63,5396
694,0,0,1,37,6,9,3,5.0,5.4,0.42,5301
695,0,0,1,48,1,11,1,3.0,5.5,0.46,5120
696,1,0,1,37,16,3,2,4.0,5.9,0.62,5237
697,0,0,1,33,20,6,2,4.0,6.1,0.5,5345
698,0,1,1,22,12,9,2,3.0,5.6,0.32,5213
699,0,0,0,61,10,1,4,7.0,8.5,0.45,5082
700,1,0,1,48,1,11,1,4.0,4.5,0.35,5304
701,0,1,0,37,12,0,4,6.0,6.5,0.49,5296
702,1,0,1,40,19,12,0,2.0,2.6,0.16,5183
703,1,0,1,30,6,4,2,3.0,3.7,0.29,5199
704,1,0,1,25,4,9,2,4.0,4.8,0.36,5301
705,1,1,1,59,10,11,0,1.0,3.7,0.45,5121
706,1,0,1,60,8,9,2,3.0,4.2,0.22,5224
707,1,0,0,36,5,11,2,4.0,3.3,0.11,5328
708,1,0,0,56,11,8,3,6.0,7.9,0.62,5136
709,1,0,0,62,15,7,2,5.0,7.2,0.53,5373
710,1,1,1,52,6,6,2,6.0,6.4,0.55,5170
711,0,1,1,39,18,10,0,1.0,3.8,0.2,5194
712,1,0,0,52,16,5,1,1.0,4.9,0.27,5075
713,1,0,0,63,5,0,2,3.0,6.0,0.42,5123
714,1,1,1,60,20,5,3,4.0,6.7,0.46,5405
715,1,0,0,57,8,5,1,4.0,6.1,0.56,5226
716,1,1,0,49,16,9,3,6.0,7.2,0.59,5057
717,0,0,0,38,10,3,4,8.0,5.9,0.75,5210
718,1,1,1,46,14,11,3,4.0,5.7,0.38,5255
719,0,0,1,63,15,9,2,4.0,6.8,0.48,5331
720,1,1,1,21,20,8,1,2.0,5.1,0.37,5294
721,0,0,0,64,19,2,4,9.0,9.8,0.98,5209
722,0,0,0,62,13,6,4,6.0,8.3,0.66,5083
723,0,0,1,49,17,8,1,1.0,3.3,0.2,5197
724,0,0,1,32,10,0,4,7.0,7.8,0.64,5173
725,1,0,1,38,5,1,2,5.0,8.1,0.62,5218
726,0,1,0,57,6,1,2,4.0,3.2,0.27,5250
727,0,0,1,34,20,12,2,6.0,6.9,0.51,5051
728,0,1,1,42,19,2,2,6.0,8.3,0.74,5083
729,1,0,0,35,12,0,4,9.0,9.3,1.0,5263
730,0,1,1,53,5,0,2,5.0,7.1,0.52,5271
731,0,0,0,62,17,3,1,4.0,6.0,0.47,5096
732,1,0,1,34,14,1,1,2.0,5.9,0.48,5141
733,0,0,1,49,15,2,4,8.0,7.4,0.71,5053
734,0,0,0,29,4,4,1,4.0,4.6,0.36,5223
735,1,0,0,40,7,7,4,7.0,6.6,0.56,5095
736,0,0,0,22,7,2,3,6.0,5.4,0.43,5273
737,1,0,0,59,15,2,4,6.0,8.4,0.65,5203
738,1,1,0,48,8,4,4,8.0,7.5,0.67,5342
739,0,1,0,43,2,6,4,8.0,8.5,0.91,5098
740,0,1,0,37,5,6,3,5.0,5.4,0.5,5242
741,0,1,0,61,2,5,2,4.0,5.4,0.36,5354
742,1,1,1,39,19,8,0,2.0,3.7,0.22,5174
743,0,0,1,65,16,3,3,4.0,6.3,0.5,5225
744,1,0,0,56,18,0,3,4.0,6.3,0.46,5153
745,0,1,1,38,6,7,2,5.0,7.0,0.54,5142
746,0,0,1,58,11,4,1,2.0,5.0,0.31,5153
747,1,0,0,40,15,10,3,8.0,8.3,0.71,5282
748,0,0,0,29,1,0,3,5.0,6.6,0.51,5411
749,0,1,0,41,1,0,2,3.0,4.7,0.29,5059
750,0,0,1,31,14,7,2,3.0,2.8,0.19,5315
751,1,1,0,64,4,6,2,2.0,1.6,0.1,5089
752,0,0,0,24,14,3,2,4.0,6.6,0.44,5219
753,0,1,0,35,7,10,3,7.0,8.2,0.82,5153
754,0,0,0,61,3,5,2,5.0,5.9,0.4,5272
755,0,0,1,36,13,8,2,4.0,6.3,0.46,5059
756,1,0,1,31,10,12,2,2.0,1.6,0.45,5314
757,1,1,0,46,5,12,4,7.0,8.3,0.45,5365
758,0,1,1,65,7,6,1,1.0,5.9,0.45,5123
759,1,0,1,41,16,4,3,4.0,5.9,0.49,5071
760,0,0,1,25,11,9,4,7.0,7.8,0.71,5052
761,0,0,1,62,8,1,2,3.0,4.8,0.38,5091
762,1,0,0,37,2,5,2,5.0,6.3,0.55,5170
763,1,0,1,50,6,6,1,3.0,5.9,0.38,5157
764,1,0,1,32,14,4,4,9.0,9.1,0.73,5289
765,1,0,1,30,19,10,3,5.0,6.5,0.51,5109
766,0,1,1,60,4,0,2,4.0,5.2,0.42,5251
767,1,1,1,60,20,10,1,3.0,4.4,0.25,5218
768,0,0,0,45,11,8,2,4.0,5.0,0.41,5347
769,1,0,0,51,18,12,2,5.0,6.7,0.6,5348
770,1,0,1,30,15,8,0,1.0,3.6,0.17,5363
771,1,1,0,48,10,4,1,1.0,5.9,0.28,5122
772,1,1,0,35,4,8,1,4.0,5.6,0.35,5306
773,1,0,1,38,19,12,3,5.0,5.1,0.35,5309
774,1,1,0,61,19,3,4,8.0,8.7,0.77,5059
775,1,1,1,60,16,8,1,2.0,4.2,0.25,5277
776,1,0,1,31,14,1,1,3.0,5.9,0.41,5060
777,0,0,0,35,15,6,2,5.0,6.3,0.56,5209
778,0,0,1,38,17,0,4,7.0,5.9,0.62,5321
779,0,0,0,42,6,1,4,8.0,5.9,0.88,5273
780,0,0,1,62,10,11,1,2.0,2.1,0.16,5229
781,1,0,1,29,1,0,2,4.0,4.1,0.33,5118
782,1,1,0,31,19,2,3,5.0,5.9,0.57,5198
783,1,0,1,62,13,7,3,6.0,7.3,0.57,5204
784,1,0,1,24,17,10,1,2.0,5.9,0.27,5203
785,1,0,1,64,15,11,1,4.0,5.2,0.3,5169
786,1,0,1,46,2,12,1,4.0,4.4,0.39,5134
787,0,0,1,45,10,6,3,7.0,5.9,0.72,5373
788,0,1,0,64,17,8,2,5.0,7.1,0.53,5274
789,1,0,0,31,20,6,2,6.0,7.0,0.68,5157
790,0,0,0,29,8,12,2,4.0,8.0,0.6,5169
791,1,0,0,41,20,0,0,1.0,2.6,0.2,5258
792,0,0,1,64,2,4,0,2.0,2.8,0.19,5148
793,1,1,0,37,6,5,4,8.0,7.8,0.7,5180
794,0,0,1,21,15,10,2,4.0,5.0,0.47,5049
795,0,1,1,38,7,11,2,4.0,7.4,0.61,5195
796,1,1,0,41,3,11,3,5.0,6.4,0.59,5294
797,1,1,1,25,20,0,5,9.0,7.8,0.79,5224
798,1,0,1,36,6,8,0,2.0,5.9,0.18,5135
799,0,1,1,62,4,0,0,1.0,1.0,0.09,5173
800,1,0,0,22,13,1,3,6.0,4.3,0.36,5093
801,1,0,0,27,1,0,0,1.0,2.7,0.14,5363
802,0,1,1,44,9,9,1,2.0,5.9,0.45,5396
803,0,1,0,60,2,1,3,8.0,9.2,0.81,5364
804,1,1,0,36,15,11,4,8.0,7.5,0.7,5083
805,0,0,1,50,8,10,2,4.0,4.8,0.35,5189
806,0,1,1,61,17,6,0,1.0,3.9,0.26,5394
807,0,0,1,34,4,7,2,3.0,5.2,0.37,5113
808,1,0,0,46,5,7,1,2.0,5.2,0.36,5388
809,0,0,0,41,20,8,2,4.0,4.8,0.41,5181
810,0,1,0,42,2,12,3,6.0,7.3,0.45,5124
811,1,0,0,62,12,6,3,7.0,6.5,0.54,5365
812,0,0,1,60,6,1,2,2.0,2.9,0.22,5053
813,1,0,1,34,13,6,2,4.0,5.9,0.33,5096
814,0,1,1,21,7,5,1,3.0,5.4,0.31,5285
815,0,0,1,36,12,6,2,4.0,4.7,0.39,5326
816,0,0,1,60,19,5,0,1.0,5.9,0.06,5280
817,0,1,0,57,12,5,3,6.0,6.2,0.54,5341
818,1,0,1,29,12,4,3,7.0,6.2,0.57,5263
819,1,0,1,29,10,6,1,2.0,4.1,0.31,5088
820,0,1,1,21,7,10,2,4.0,7.2,0.55,5412
821,1,0,1,40,2,7,2,4.0,5.9,0.27,5337
822,0,0,1,23,13,3,2,3.0,6.4,0.47,5295
823,0,0,1,57,16,1,3,6.0,7.0,0.55,5291
824,1,0,0,40,5,11,2,5.0,7.0,0.56,5224
825,1,0,0,31,10,11,2,4.0,4.3,0.35,5159
826,0,0,0,59,16,0,4,8.0,7.3,0.64,5368
827,1,0,1,29,13,7,4,6.0,5.3,0.49,5064
828,1,1,1,57,2,1,2,4.0,5.9,0.46,5251
829,1,0,0,25,4,8,0,2.0,2.2,0.15,5282
830,0,0,1,53,13,9,3,6.0,6.0,0.45,5186
831,1,1,0,43,10,10,4,6.0,7.2,0.64,5080
832,0,1,1,44,13,7,1,2.0,4.5,0.23,5303
833,0,0,0,60,10,3,1,2.0,3.4,0.14,5414
834,0,1,0,21,14,0,2,4.0,3.6,0.28,5208
835,0,1,0,41,17,2,3,7.0,7.8,0.61,5255
836,0,0,1,45,14,5,1,3.0,4.9,0.32,5094
837,0,0,0,31,4,8,3,5.0,8.4,0.67,5102
838,1,1,0,36,3,2,3,7.0,7.4,0.54,5118
839,0,0,0,59,3,9,3,7.0,5.9,0.77,5360
840,0,1,0,50,19,4,3,5.0,7.3,0.55,5336
841,1,0,1,23,11,2,3,7.0,8.8,0.83,5317
842,0,0,0,40,14,1,3,6.0,7.1,0.69,5208
843,1,1,0,52,13,6,2,4.0,7.4,0.68,5365
844,1,1,0,29,7,8,2,5.0,8.0,0.6,5195
845,0,0,1,54,1,1,1,3.0,5.1,0.46,5292
846,1,0,1,21,4,1,1,2.0,4.0,0.32,5227
847,0,1,1,22,20,9,1,3.0,5.7,0.44,5402
848,1,0,1,53,3,10,1,2.0,4.8,0.25,5106
849,1,0,1,65,6,0,2,5.0,6.3,0.45,5086
850,0,1,0,50,2,3,3,6.0,8.0,0.6,5261
851,1,0,1,28,1,1,2,3.0,5.5,0.4,5145
852,0,1,0,51,6,10,2,5.0,5.8,0.51,5139
853,0,1,1,63,20,12,2,3.0,4.3,0.45,5348
854,0,0,0,37,2,8,3,5.0,6.9,0.67,5121
855,0,0,0,44,5,5,1,3.0,5.9,0.45,5361
856,1,1,0,37,2,9,1,3.0,3.7,0.31,5237
857,1,0,1,57,11,7,1,3.0,5.9,0.38,5301
858,1,0,0,30,13,5,3,6.0,9.3,0.81,5327
859,1,0,0,46,6,2,3,8.0,7.7,0.79,5110
860,1,0,0,33,16,6,1,2.0,5.6,0.4,5172
861,0,0,0,61,1,4,2,4.0,4.5,0.39,5215
862,1,1,1,63,3,5,1,1.0,3.6,0.22,5237
863,1,1,1,44,15,11,1,3.0,6.0,0.4,5168
864,1,0,0,25,18,1,2,3.0,5.9,0.22,5143
865,0,0,1,22,18,8,1,2.0,2.0,0.04,5323
866,0,0,1,49,6,9,0,1.0,5.9,0.45,5358
867,0,0,0,51,11,10,2,6.0,7.1,0.62,5162
868,1,0,0,23,14,3,1,5.0,5.7,0.51,5379
869,0,0,1,29,19,12,2,3.0,2.5,0.2,5219
870,0,0,0,62,5,11,1,4.0,6.9,0.47,5073
871,1,0,0,49,3,3,2,3.0,4.4,0.21,5255
872,0,0,1,47,7,6,3,6.0,6.3,0.46,5075
873,0,1,1,51,6,12,2,3.0,6.5,0.45,5242
874,1,0,1,34,13,6,4,7.0,5.9,0.56,5218
875,0,0,0,33,11,0,3,7.0,7.7,0.72,5065
876,1,1,1,23,17,8,2,4.0,6.4,0.41,5339
877,0,0,1,52,10,7,2,4.0,6.5,0.44,5411
878,1,1,1,48,19,11,4,8.0,5.9,1.0,5231
879,1,0,1,61,4,3,1,2.0,5.9,0.29,5163
880,1,0,1,60,15,0,2,4.0,5.1,0.43,5221
881,0,1,0,58,16,8,1,4.0,5.8,0.52,5248
882,1,1,1,64,14,7,3,4.0,5.5,0.4,5262
883,1,1,1,39,4,1,1,4.0,5.7,0.44,5067
884,0,0,0,46,6,5,2,6.0,7.7,0.78,5140
885,1,0,1,60,19,7,2,4.0,4.9,0.34,5158
886,0,0,1,37,18,4,1,4.0,4.9,0.39,5109
887,1,0,0,33,12,10,1,3.0,3.0,0.18,5252
888,1,0,1,28,12,7,3,5.0,5.3,0.38,5265
889,0,0,1,50,20,0,2,4.0,6.3,0.41,5306
890,1,1,0,64,2,6,2,4.0,4.4,0.32,5363
891,0,0,0,55,8,2,5,9.0,9.6,0.82,5354
892,1,0,1,45,16,3,3,6.0,7.4,0.52,5225
893,1,0,1,30,3,3,2,3.0,2.7,0.21,5052
894,0,0,1,32,6,0,2,5.0,6.3,0.56,5371
