Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score
1,0,1,41,20,4,2,4.0,4.6,0.31
1,1,0,39,8,3,2,5.0,6.8,0.65
1,0,1,56,11,8,1,4.0,2.1,0.12
1,0,0,54,6,7,3,5.0,4.8,0.45
0,1,1,40,7,5,2,5.0,6.5,0.51
0,1,1,44,13,12,1,2.0,3.6,0.2
1,0,1,25,12,5,1,2.0,3.9,0.25
0,0,0,23,14,12,2,6.0,6.4,0.57
1,0,1,26,20,8,3,5.0,5.2,0.48
0,0,0,35,2,2,2,5.0,7.6,0.73
1,0,1,65,19,8,0,1.0,3.8,0.22
1,0,0,32,12,10,2,5.0,7.7,0.59
0,1,1,33,11,11,1,3.0,5.5,0.33
0,0,1,53,4,3,2,5.0,4.1,0.45
0,0,0,31,19,8,2,5.0,7.4,0.55
0,0,0,64,1,1,1,4.0,4.8,0.36
0,0,1,23,20,2,1,3.0,4.2,0.27
1,1,1,51,19,7,2,4.0,5.9,0.41
1,0,0,63,11,11,3,6.0,6.0,0.53
1,0,0,23,5,11,4,8.0,9.0,0.74
1,1,1,57,11,8,1,4.0,4.2,0.33
0,1,0,29,14,11,2,6.0,6.7,0.54
1,0,1,41,6,12,3,4.0,5.9,0.38
0,0,1,51,9,11,3,6.0,6.1,0.56
0,0,0,56,3,9,1,3.0,5.2,0.32
1,1,0,59,5,10,4,8.0,5.9,0.45
0,0,0,38,9,10,4,7.0,6.7,0.51
1,0,1,63,19,1,2,4.0,5.6,0.35
0,0,0,25,10,5,1,2.0,5.3,0.49
1,0,1,44,14,10,4,6.0,7.7,0.67
1,0,0,52,6,12,2,4.0,3.5,0.29
0,0,1,52,8,4,1,2.0,5.9,0.3
0,0,0,51,10,1,2,4.0,4.7,0.4
0,0,1,29,5,12,3,6.0,5.0,0.35
0,0,0,57,11,5,4,4.0,6.4,0.45
1,0,1,39,10,8,1,2.0,4.7,0.23
1,0,0,34,16,10,3,6.0,6.6,0.45
0,1,1,64,9,2,1,4.0,6.4,0.41
0,0,1,55,2,3,3,6.0,7.3,0.59
1,1,1,42,11,7,1,4.0,5.1,0.39
0,1,0,33,17,3,2,5.0,5.9,0.52
1,1,1,53,16,0,1,4.0,6.0,0.44
0,0,0,28,4,8,4,7.0,7.6,0.68
1,1,0,28,5,10,2,6.0,6.3,0.45
0,0,0,48,12,2,2,4.0,6.0,0.42
0,0,1,50,19,7,3,5.0,6.3,0.44
0,0,0,32,12,12,3,5.0,5.9,0.38
1,0,0,32,20,6,4,6.0,7.2,0.64
1,0,0,26,12,8,2,3.0,3.4,0.18
0,0,0,61,9,0,2,4.0,7.3,0.69
0,0,0,63,6,7,2,4.0,5.9,0.39
1,1,1,64,6,10,2,4.0,4.0,0.32
0,0,0,43,7,4,2,6.0,6.1,0.58
0,0,1,30,8,7,4,7.0,5.6,0.49
0,0,0,21,6,8,3,5.0,6.1,0.6
0,0,0,32,8,4,2,6.0,8.1,0.65
1,0,1,46,4,0,3,4.0,5.2,0.29
0,0,1,30,10,2,0,1.0,3.1,0.17
1,1,0,65,2,0,3,6.0,6.1,0.56
1,0,1,27,11,8,3,6.0,5.6,0.43
0,0,0,32,18,8,2,4.0,5.9,0.66
1,0,1,54,18,10,1,2.0,4.5,0.29
0,1,1,56,7,0,3,6.0,6.6,0.65
1,0,1,48,12,10,1,4.0,6.2,0.44
1,0,0,43,8,0,4,7.0,7.0,0.6
1,0,1,65,17,11,3,5.0,5.4,0.34
0,1,1,23,16,6,1,2.0,5.9,0.15
1,0,1,22,15,4,2,4.0,5.5,0.33
1,0,1,25,17,6,3,6.0,4.6,0.35
0,0,0,36,14,0,5,9.0,7.8,0.79
1,0,1,27,19,1,1,4.0,4.8,0.41
0,0,0,21,13,4,4,8.0,9.6,0.86
1,0,1,48,3,12,3,7.0,8.0,0.8
1,1,1,63,12,4,3,5.0,5.1,0.32
1,0,0,36,7,1,3,6.0,8.7,0.76
1,0,1,62,11,7,0,1.0,2.6,0.15
1,1,0,30,9,3,3,5.0,5.7,0.54
0,0,0,55,5,7,4,8.0,8.8,0.7
1,0,0,61,10,0,3,7.0,7.7,0.57
1,1,0,57,11,3,1,3.0,5.5,0.44
1,1,0,56,19,12,3,6.0,4.9,0.32
1,1,0,35,2,11,3,5.0,4.7,0.38
0,1,0,49,15,10,4,7.0,9.2,0.82
0,1,0,51,12,0,3,7.0,6.2,0.58
1,0,0,44,4,7,5,10.0,9.5,0.94
1,0,0,51,5,0,3,6.0,5.3,0.43
0,1,0,39,1,4,2,4.0,8.3,0.64
1,0,1,44,5,3,1,4.0,6.8,0.5
1,1,1,32,17,7,5,4.0,9.4,1.0
0,0,0,22,13,8,3,5.0,5.9,0.42
1,1,0,25,14,6,2,3.0,6.1,0.41
0,0,1,36,14,1,2,3.0,3.3,0.25
0,0,0,33,15,10,2,6.0,5.5,0.51
0,0,1,52,11,5,1,3.0,5.9,0.38
1,1,1,40,6,1,1,2.0,5.9,0.45
0,0,0,22,13,10,2,7.0,8.8,0.8
1,0,0,46,13,7,2,4.0,5.7,0.36
1,0,1,47,14,7,3,4.0,4.3,0.38
1,1,1,25,11,12,1,4.0,6.2,0.41
1,1,0,21,12,3,3,5.0,7.1,0.64
1,0,1,49,20,2,2,5.0,3.7,0.3
0,1,0,37,4,12,3,6.0,5.7,0.44
0,0,0,21,11,1,1,1.0,3.6,0.15
1,0,0,45,3,5,4,8.0,7.5,0.71
0,0,0,51,3,4,2,5.0,6.8,0.54
1,0,1,21,1,6,2,3.0,5.7,0.44
1,0,0,59,6,9,1,2.0,0.7,0.45
1,0,1,26,4,11,1,4.0,5.9,0.46
1,0,1,57,13,5,1,2.0,2.9,0.15
0,1,1,21,19,11,2,4.0,2.9,0.22
0,1,0,50,8,9,1,4.0,1.3,0.06
0,0,0,61,2,10,3,5.0,5.9,0.55
1,0,1,58,16,8,3,7.0,7.5,0.77
0,0,0,62,10,11,2,3.0,6.3,0.48
0,0,1,54,1,3,1,3.0,6.4,0.45
1,0,1,45,3,3,2,4.0,5.6,0.43
0,0,1,40,4,10,2,4.0,2.8,0.11
0,0,1,29,9,5,2,6.0,7.5,0.76
0,0,0,62,12,7,1,1.0,5.1,0.29
0,0,1,26,2,1,4,7.0,6.4,0.63
1,0,1,50,8,0,3,7.0,7.1,0.58
1,1,1,46,12,1,2,5.0,5.8,0.48
0,0,1,59,10,5,0,1.0,3.4,0.18
0,1,0,58,10,6,3,5.0,7.3,0.6
0,1,1,42,9,10,1,2.0,4.4,0.24
1,0,1,24,19,6,2,4.0,4.3,0.35
0,0,0,53,19,9,1,3.0,4.8,0.39
0,0,0,61,5,11,2,6.0,5.9,0.53
1,0,1,29,1,9,2,3.0,4.4,0.34
0,1,0,42,2,9,2,4.0,6.4,0.54
1,1,1,53,12,8,1,4.0,5.4,0.41
1,0,0,48,16,11,2,4.0,5.3,0.44
1,0,1,39,2,5,0,1.0,2.1,0.12
1,0,1,33,10,7,3,5.0,6.7,0.45
0,0,0,55,4,4,2,5.0,4.3,0.36
0,0,0,25,9,9,0,1.0,0.2,0.45
0,0,1,32,9,7,2,3.0,4.0,0.31
1,0,0,35,5,4,3,8.0,9.5,0.93
1,0,1,52,14,1,2,3.0,2.8,0.15
1,0,1,50,14,3,0,1.0,0.2,0.45
1,1,0,32,8,12,3,5.0,5.1,0.38
0,0,1,31,17,12,2,4.0,3.8,0.31
1,1,0,30,5,6,3,7.0,5.9,0.52
1,0,1,49,6,8,1,2.0,5.2,0.27
0,1,1,34,9,2,3,5.0,6.8,0.47
1,0,0,37,9,6,2,4.0,7.0,0.45
0,0,0,56,17,11,1,3.0,5.5,0.35
0,1,0,41,9,12,3,6.0,7.0,0.69
1,1,1,62,10,4,2,5.0,5.9,0.52
0,0,1,56,6,6,4,8.0,8.1,0.69
0,0,1,48,13,2,2,4.0,5.0,0.38
0,1,0,65,18,6,2,4.0,7.2,0.57
0,0,1,37,4,11,2,5.0,7.7,0.58
1,0,1,49,9,10,0,1.0,2.6,0.09
1,0,1,31,1,12,2,4.0,6.0,0.46
1,0,1,40,12,1,0,1.0,3.2,0.12
0,0,0,35,5,4,3,7.0,8.1,0.75
1,0,1,40,19,11,1,4.0,5.5,0.47
1,1,1,48,2,10,2,3.0,1.2,0.05
0,0,0,45,5,5,3,7.0,7.6,0.79
0,0,1,63,5,7,3,5.0,7.4,0.63
0,0,1,37,6,9,3,5.0,5.4,0.42
0,0,1,48,1,11,1,3.0,5.5,0.46
1,0,1,37,16,3,2,4.0,5.9,0.62
0,0,1,33,20,6,2,4.0,6.1,0.5
0,1,1,22,12,9,2,3.0,5.6,0.32
0,0,0,61,10,1,4,7.0,8.5,0.45
1,0,1,48,1,11,1,4.0,4.5,0.35
0,1,0,37,12,0,4,6.0,6.5,0.49
1,0,1,40,19,12,0,2.0,2.6,0.16
1,0,1,30,6,4,2,3.0,3.7,0.29
1,0,1,25,4,9,2,4.0,4.8,0.36
1,1,1,59,10,11,0,1.0,3.7,0.45
1,0,1,60,8,9,2,3.0,4.2,0.22
1,0,0,36,5,11,2,4.0,3.3,0.11
1,0,0,56,11,8,3,6.0,7.9,0.62
1,0,0,62,15,7,2,5.0,7.2,0.53
1,1,1,52,6,6,2,6.0,6.4,0.55
0,1,1,39,18,10,0,1.0,3.8,0.2
1,0,0,52,16,5,1,1.0,4.9,0.27
1,0,0,63,5,0,2,3.0,6.0,0.42
1,1,1,60,20,5,3,4.0,6.7,0.46
1,0,0,57,8,5,1,4.0,6.1,0.56
1,1,0,49,16,9,3,6.0,7.2,0.59
0,0,0,38,10,3,4,8.0,5.9,0.75
1,1,1,46,14,11,3,4.0,5.7,0.38
0,0,1,63,15,9,2,4.0,6.8,0.48
1,1,1,21,20,8,1,2.0,5.1,0.37
0,0,0,64,19,2,4,9.0,9.8,0.98
0,0,0,62,13,6,4,6.0,8.3,0.66
0,0,1,49,17,8,1,1.0,3.3,0.2
0,0,1,32,10,0,4,7.0,7.8,0.64
1,0,1,38,5,1,2,5.0,8.1,0.62
0,1,0,57,6,1,2,4.0,3.2,0.27
0,0,1,34,20,12,2,6.0,6.9,0.51
0,1,1,42,19,2,2,6.0,8.3,0.74
1,0,0,35,12,0,4,9.0,9.3,1.0
0,1,1,53,5,0,2,5.0,7.1,0.52
0,0,0,62,17,3,1,4.0,6.0,0.47
1,0,1,34,14,1,1,2.0,5.9,0.48
0,0,1,49,15,2,4,8.0,7.4,0.71
0,0,0,29,4,4,1,4.0,4.6,0.36
1,0,0,40,7,7,4,7.0,6.6,0.56
0,0,0,22,7,2,3,6.0,5.4,0.43
1,0,0,59,15,2,4,6.0,8.4,0.65
1,1,0,48,8,4,4,8.0,7.5,0.67
0,1,0,43,2,6,4,8.0,8.5,0.91
0,1,0,37,5,6,3,5.0,5.4,0.5
0,1,0,61,2,5,2,4.0,5.4,0.36
1,1,1,39,19,8,0,2.0,3.7,0.22
0,0,1,65,16,3,3,4.0,6.3,0.5
1,0,0,56,18,0,3,4.0,6.3,0.46
0,1,1,38,6,7,2,5.0,7.0,0.54
0,0,1,58,11,4,1,2.0,5.0,0.31
1,0,0,40,15,10,3,8.0,8.3,0.71
0,0,0,29,1,0,3,5.0,6.6,0.51
0,1,0,41,1,0,2,3.0,4.7,0.29
0,0,1,31,14,7,2,3.0,2.8,0.19
1,1,0,64,4,6,2,2.0,1.6,0.1
0,0,0,24,14,3,2,4.0,6.6,0.44
0,1,0,35,7,10,3,7.0,8.2,0.82
0,0,0,61,3,5,2,5.0,5.9,0.4
0,0,1,36,13,8,2,4.0,6.3,0.46
1,0,1,31,10,12,2,2.0,1.6,0.45
1,1,0,46,5,12,4,7.0,8.3,0.45
0,1,1,65,7,6,1,1.0,5.9,0.45
1,0,1,41,16,4,3,4.0,5.9,0.49
0,0,1,25,11,9,4,7.0,7.8,0.71
0,0,1,62,8,1,2,3.0,4.8,0.38
1,0,0,37,2,5,2,5.0,6.3,0.55
1,0,1,50,6,6,1,3.0,5.9,0.38
1,0,1,32,14,4,4,9.0,9.1,0.73
1,0,1,30,19,10,3,5.0,6.5,0.51
0,1,1,60,4,0,2,4.0,5.2,0.42
1,1,1,60,20,10,1,3.0,4.4,0.25
0,0,0,45,11,8,2,4.0,5.0,0.41
1,0,0,51,18,12,2,5.0,6.7,0.6
1,0,1,30,15,8,0,1.0,3.6,0.17
1,1,0,48,10,4,1,1.0,5.9,0.28
1,1,0,35,4,8,1,4.0,5.6,0.35
1,0,1,38,19,12,3,5.0,5.1,0.35
1,1,0,61,19,3,4,8.0,8.7,0.77
1,1,1,60,16,8,1,2.0,4.2,0.25
1,0,1,31,14,1,1,3.0,5.9,0.41
0,0,0,35,15,6,2,5.0,6.3,0.56
0,0,1,38,17,0,4,7.0,5.9,0.62
0,0,0,42,6,1,4,8.0,5.9,0.88
0,0,1,62,10,11,1,2.0,2.1,0.16
1,0,1,29,1,0,2,4.0,4.1,0.33
1,1,0,31,19,2,3,5.0,5.9,0.57
1,0,1,62,13,7,3,6.0,7.3,0.57
1,0,1,24,17,10,1,2.0,5.9,0.27
1,0,1,64,15,11,1,4.0,5.2,0.3
1,0,1,46,2,12,1,4.0,4.4,0.39
0,0,1,45,10,6,3,7.0,5.9,0.72
0,1,0,64,17,8,2,5.0,7.1,0.53
1,0,0,31,20,6,2,6.0,7.0,0.68
0,0,0,29,8,12,2,4.0,8.0,0.6
1,0,0,41,20,0,0,1.0,2.6,0.2
0,0,1,64,2,4,0,2.0,2.8,0.19
1,1,0,37,6,5,4,8.0,7.8,0.7
0,0,1,21,15,10,2,4.0,5.0,0.47
0,1,1,38,7,11,2,4.0,7.4,0.61
1,1,0,41,3,11,3,5.0,6.4,0.59
1,1,1,25,20,0,5,9.0,7.8,0.79
1,0,1,36,6,8,0,2.0,5.9,0.18
0,1,1,62,4,0,0,1.0,1.0,0.09
1,0,0,22,13,1,3,6.0,4.3,0.36
1,0,0,27,1,0,0,1.0,2.7,0.14
0,1,1,44,9,9,1,2.0,5.9,0.45
0,1,0,60,2,1,3,8.0,9.2,0.81
1,1,0,36,15,11,4,8.0,7.5,0.7
0,0,1,50,8,10,2,4.0,4.8,0.35
0,1,1,61,17,6,0,1.0,3.9,0.26
0,0,1,34,4,7,2,3.0,5.2,0.37
1,0,0,46,5,7,1,2.0,5.2,0.36
0,0,0,41,20,8,2,4.0,4.8,0.41
0,1,0,42,2,12,3,6.0,7.3,0.45
1,0,0,62,12,6,3,7.0,6.5,0.54
0,0,1,60,6,1,2,2.0,2.9,0.22
1,0,1,34,13,6,2,4.0,5.9,0.33
0,1,1,21,7,5,1,3.0,5.4,0.31
0,0,1,36,12,6,2,4.0,4.7,0.39
0,0,1,60,19,5,0,1.0,5.9,0.06
0,1,0,57,12,5,3,6.0,6.2,0.54
1,0,1,29,12,4,3,7.0,6.2,0.57
1,0,1,29,10,6,1,2.0,4.1,0.31
0,1,1,21,7,10,2,4.0,7.2,0.55
1,0,1,40,2,7,2,4.0,5.9,0.27
0,0,1,23,13,3,2,3.0,6.4,0.47
0,0,1,57,16,1,3,6.0,7.0,0.55
1,0,0,40,5,11,2,5.0,7.0,0.56
1,0,0,31,10,11,2,4.0,4.3,0.35
0,0,0,59,16,0,4,8.0,7.3,0.64
1,0,1,29,13,7,4,6.0,5.3,0.49
1,1,1,57,2,1,2,4.0,5.9,0.46
1,0,0,25,4,8,0,2.0,2.2,0.15
0,0,1,53,13,9,3,6.0,6.0,0.45
1,1,0,43,10,10,4,6.0,7.2,0.64
0,1,1,44,13,7,1,2.0,4.5,0.23
0,0,0,60,10,3,1,2.0,3.4,0.14
0,1,0,21,14,0,2,4.0,3.6,0.28
0,1,0,41,17,2,3,7.0,7.8,0.61
0,0,1,45,14,5,1,3.0,4.9,0.32
0,0,0,31,4,8,3,5.0,8.4,0.67
1,1,0,36,3,2,3,7.0,7.4,0.54
0,0,0,59,3,9,3,7.0,5.9,0.77
0,1,0,50,19,4,3,5.0,7.3,0.55
1,0,1,23,11,2,3,7.0,8.8,0.83
0,0,0,40,14,1,3,6.0,7.1,0.69
1,1,0,52,13,6,2,4.0,7.4,0.68
1,1,0,29,7,8,2,5.0,8.0,0.6
0,0,1,54,1,1,1,3.0,5.1,0.46
1,0,1,21,4,1,1,2.0,4.0,0.32
0,1,1,22,20,9,1,3.0,5.7,0.44
1,0,1,53,3,10,1,2.0,4.8,0.25
1,0,1,65,6,0,2,5.0,6.3,0.45
0,1,0,50,2,3,3,6.0,8.0,0.6
1,0,1,28,1,1,2,3.0,5.5,0.4
0,1,0,51,6,10,2,5.0,5.8,0.51
0,1,1,63,20,12,2,3.0,4.3,0.45
0,0,0,37,2,8,3,5.0,6.9,0.67
0,0,0,44,5,5,1,3.0,5.9,0.45
1,1,0,37,2,9,1,3.0,3.7,0.31
1,0,1,57,11,7,1,3.0,5.9,0.38
1,0,0,30,13,5,3,6.0,9.3,0.81
1,0,0,46,6,2,3,8.0,7.7,0.79
1,0,0,33,16,6,1,2.0,5.6,0.4
0,0,0,61,1,4,2,4.0,4.5,0.39
1,1,1,63,3,5,1,1.0,3.6,0.22
1,1,1,44,15,11,1,3.0,6.0,0.4
1,0,0,25,18,1,2,3.0,5.9,0.22
0,0,1,22,18,8,1,2.0,2.0,0.04
0,0,1,49,6,9,0,1.0,5.9,0.45
0,0,0,51,11,10,2,6.0,7.1,0.62
1,0,0,23,14,3,1,5.0,5.7,0.51
0,0,1,29,19,12,2,3.0,2.5,0.2
0,0,0,62,5,11,1,4.0,6.9,0.47
1,0,0,49,3,3,2,3.0,4.4,0.21
0,0,1,47,7,6,3,6.0,6.3,0.46
0,1,1,51,6,12,2,3.0,6.5,0.45
1,0,1,34,13,6,4,7.0,5.9,0.56
0,0,0,33,11,0,3,7.0,7.7,0.72
1,1,1,23,17,8,2,4.0,6.4,0.41
0,0,1,52,10,7,2,4.0,6.5,0.44
1,1,1,48,19,11,4,8.0,5.9,1.0
1,0,1,61,4,3,1,2.0,5.9,0.29
1,0,1,60,15,0,2,4.0,5.1,0.43
0,1,0,58,16,8,1,4.0,5.8,0.52
1,1,1,64,14,7,3,4.0,5.5,0.4
1,1,1,39,4,1,1,4.0,5.7,0.44
0,0,0,46,6,5,2,6.0,7.7,0.78
1,0,1,60,19,7,2,4.0,4.9,0.34
0,0,1,37,18,4,1,4.0,4.9,0.39
1,0,0,33,12,10,1,3.0,3.0,0.18
1,0,1,28,12,7,3,5.0,5.3,0.38
0,0,1,50,20,0,2,4.0,6.3,0.41
1,1,0,64,2,6,2,4.0,4.4,0.32
0,0,0,55,8,2,5,9.0,9.6,0.82
1,0,1,45,16,3,3,6.0,7.4,0.52
1,0,1,30,3,3,2,3.0,2.7,0.21
0,0,1,32,6,0,2,5.0,6.3,0.56
1,0,0,27,8,5,4,8.0,7.7,0.57
0,0,0,45,20,6,1,2.0,4.5,0.35
1,1,0,36,2,11,3,4.0,6.0,0.56
0,1,1,38,18,6,2,4.0,7.3,0.64
1,0,0,39,20,7,2,3.0,5.6,0.5
0,1,0,44,12,5,2,4.0,7.5,0.53
1,1,1,49,18,11,1,3.0,5.1,0.35
0,0,1,46,3,8,1,1.0,5.9,0.45
1,1,1,36,4,5,3,4.0,5.9,0.42
1,0,0,37,14,3,3,6.0,7.8,0.69
0,1,0,63,3,11,2,3.0,6.2,0.39
0,1,1,55,13,2,4,7.0,7.5,0.62
1,1,0,61,2,5,3,6.0,6.8,0.55
0,0,0,54,19,10,4,6.0,6.7,0.64
0,0,0,37,8,8,3,6.0,6.4,0.54
0,0,1,50,18,9,2,5.0,4.9,0.31
0,0,0,57,17,7,3,6.0,5.9,0.51
0,1,1,25,8,9,1,4.0,3.7,0.25
1,0,1,30,18,4,1,4.0,5.9,0.51
0,0,0,51,12,2,2,6.0,6.9,0.45
0,0,1,48,15,1,3,4.0,7.3,0.71
0,1,1,59,15,0,1,2.0,4.3,0.24
1,1,0,59,11,1,0,1.0,2.4,0.11
0,1,0,29,8,12,2,4.0,2.4,0.19
1,0,1,65,6,1,2,5.0,5.7,0.35
1,0,1,48,6,10,2,3.0,5.1,0.39
1,0,0,60,10,12,2,4.0,5.5,0.39
0,0,0,40,15,8,4,8.0,8.9,0.74
1,1,0,46,14,11,3,7.0,8.6,0.7
1,1,1,52,8,11,0,1.0,5.9,0.09
1,0,1,62,4,3,2,4.0,5.3,0.38
0,1,0,41,9,10,1,4.0,6.1,0.39
0,1,0,47,12,12,2,3.0,6.6,0.46
0,0,0,25,11,6,1,2.0,4.5,0.33
1,0,1,55,1,8,1,1.0,5.9,0.24
1,0,1,62,6,11,3,6.0,5.9,0.43
0,0,1,27,2,3,1,3.0,5.1,0.46
1,0,1,53,5,12,2,4.0,5.0,0.34
0,0,1,29,1,0,4,4.0,5.9,0.6
1,0,0,23,20,10,1,3.0,4.3,0.37
0,1,0,37,17,10,1,3.0,5.8,0.37
0,1,1,22,7,1,3,5.0,5.9,0.47
1,0,1,59,15,10,3,4.0,4.9,0.41
1,1,0,26,4,3,4,7.0,10.0,0.88
1,0,1,42,10,0,2,4.0,5.3,0.47
1,1,1,32,3,9,0,1.0,5.9,0.45
0,0,1,39,9,3,2,3.0,5.9,0.27
1,0,1,43,7,2,2,4.0,4.3,0.34
1,0,1,46,15,9,1,4.0,4.2,0.3
1,1,1,24,16,8,1,1.0,1.0,0.45
1,0,0,40,19,6,0,1.0,2.4,0.11
1,0,1,50,15,9,1,2.0,2.1,0.07
1,1,0,25,14,9,2,4.0,7.7,0.45
1,0,1,55,13,4,1,3.0,5.5,0.48
0,1,1,46,16,7,2,4.0,3.7,0.3
0,1,1,50,17,11,2,3.0,4.5,0.45
1,1,0,65,15,5,1,4.0,7.3,0.5
0,0,1,38,11,3,2,5.0,5.8,0.49
1,1,0,25,1,3,3,6.0,4.8,0.42
0,0,0,28,11,0,2,4.0,6.9,0.56
1,0,1,57,4,5,4,7.0,6.9,0.57
0,1,1,37,4,9,3,7.0,7.5,0.66
0,0,1,21,14,9,3,5.0,8.2,0.45
1,0,1,21,10,12,3,5.0,7.0,0.49
1,0,1,40,13,6,3,6.0,6.9,0.45
0,1,0,47,17,6,5,10.0,7.9,0.73
0,0,1,62,20,0,2,3.0,4.8,0.37
1,1,1,32,14,9,3,6.0,5.4,0.45
1,0,0,51,19,10,5,9.0,8.6,0.85
1,1,0,64,19,4,3,7.0,5.9,0.45
0,0,1,24,8,6,1,2.0,3.2,0.12
0,1,0,36,16,6,4,8.0,7.3,0.52
1,0,0,48,9,2,2,4.0,4.8,0.41
1,0,1,56,15,0,3,4.0,3.7,0.28
0,1,1,64,14,7,2,4.0,5.1,0.37
1,0,0,36,1,2,4,7.0,6.7,0.62
0,0,1,22,13,10,2,4.0,5.3,0.47
0,1,1,46,9,3,0,1.0,2.2,0.11
0,1,0,59,17,9,0,1.0,2.0,0.16
1,0,1,47,18,12,1,4.0,4.1,0.32
0,0,0,63,9,0,1,3.0,5.0,0.38
0,0,1,29,6,2,2,4.0,4.7,0.41
0,1,0,63,13,8,0,1.0,3.9,0.26
1,0,0,47,11,8,3,6.0,5.9,0.64
1,0,0,64,3,2,4,8.0,7.4,0.68
0,0,0,33,16,5,2,4.0,6.8,0.53
1,0,1,42,16,5,1,2.0,4.7,0.39
1,0,0,26,11,6,2,4.0,6.7,0.48
0,1,1,49,13,2,1,3.0,5.7,0.37
1,0,1,24,14,8,2,4.0,5.9,0.47
1,1,1,33,9,6,2,4.0,4.7,0.41
0,1,1,47,18,12,1,2.0,3.4,0.28
1,1,0,50,16,6,2,4.0,5.2,0.38
0,0,1,38,2,6,1,4.0,5.9,0.14
0,0,1,28,17,4,2,5.0,6.9,0.6
1,0,1,42,6,9,1,3.0,5.9,0.36
1,0,1,26,7,3,2,4.0,5.9,0.42
0,0,1,24,1,10,1,3.0,4.3,0.37
1,0,1,43,20,7,2,4.0,5.8,0.35
0,0,0,45,8,2,2,4.0,5.9,0.55
1,0,1,45,15,11,3,6.0,5.9,0.48
0,0,0,26,19,2,4,6.0,8.2,0.61
1,0,1,36,14,0,2,4.0,5.7,0.47
0,0,0,25,2,3,2,4.0,6.6,0.52
0,0,1,21,11,4,4,7.0,7.2,0.59
1,0,0,45,15,2,2,6.0,6.8,0.51
1,0,1,50,15,9,3,4.0,5.5,0.47
1,1,1,45,9,9,2,4.0,6.3,0.45
0,0,0,37,9,4,2,4.0,5.9,0.6
0,0,1,27,20,10,4,7.0,8.9,0.74
0,0,1,34,3,11,1,3.0,5.8,0.44
1,0,1,27,8,5,2,4.0,5.9,0.48
0,0,0,48,5,2,2,4.0,6.8,0.52
1,0,1,37,4,11,2,4.0,2.2,0.18
0,1,1,58,20,5,2,5.0,6.5,0.56
0,1,0,22,9,8,2,5.0,6.7,0.5
0,0,1,30,9,11,1,3.0,3.5,0.2
0,0,0,26,16,2,1,5.0,6.6,0.58
1,0,1,48,9,1,1,2.0,5.1,0.27
1,1,0,48,14,9,3,6.0,5.9,0.56
1,0,0,45,17,0,3,5.0,5.0,0.41
0,0,1,54,1,5,2,2.0,3.5,0.25
1,0,1,22,17,3,0,4.0,2.7,0.19
1,0,0,35,11,3,2,6.0,5.9,0.53
0,0,0,40,1,6,2,4.0,3.3,0.45
0,0,0,32,5,0,0,1.0,2.4,0.18
0,0,1,43,10,3,1,2.0,4.7,0.36
0,1,0,56,18,6,2,5.0,6.5,0.64
1,0,1,51,17,2,1,2.0,5.9,0.45
0,1,0,25,7,11,0,2.0,3.5,0.14
1,0,1,65,9,7,2,4.0,6.6,0.48
0,1,0,48,10,9,4,8.0,7.9,0.76
0,0,1,35,16,9,2,4.0,2.7,0.21
0,0,1,38,3,1,1,2.0,5.1,0.32
1,1,0,28,4,1,2,5.0,6.3,0.55
0,1,0,40,6,9,2,5.0,7.0,0.69
1,0,0,37,3,9,3,6.0,7.3,0.62
0,0,1,42,9,2,4,8.0,9.6,0.83
0,1,1,44,8,2,1,2.0,3.7,0.31
1,1,0,57,15,3,2,4.0,5.8,0.42
0,0,0,32,11,3,3,8.0,7.7,0.7
0,0,1,28,10,8,0,1.0,1.8,0.05
0,1,1,41,9,7,2,4.0,5.6,0.48
1,0,0,41,3,6,2,4.0,4.6,0.39
1,1,0,21,14,2,3,6.0,6.6,0.49
1,0,0,40,6,4,2,5.0,7.9,0.59
0,0,0,57,15,5,3,5.0,7.2,0.49
0,0,0,44,16,10,0,1.0,1.1,0.08
0,0,0,47,10,0,4,7.0,6.6,0.59
1,0,1,63,15,5,2,4.0,5.6,0.32
1,0,1,53,9,6,2,5.0,5.3,0.42
1,0,1,59,5,4,1,2.0,6.1,0.4
0,0,0,29,14,5,4,7.0,7.6,0.57
1,0,0,23,4,11,3,5.0,6.5,0.44
1,1,0,31,17,3,2,4.0,7.7,0.6
0,0,0,46,5,1,2,6.0,6.4,0.56
1,0,1,52,15,0,2,4.0,5.4,0.45
0,0,1,45,4,3,4,8.0,9.6,0.85
1,1,1,45,13,5,2,5.0,7.0,0.47
1,0,1,52,15,9,3,4.0,5.9,0.32
0,1,1,64,10,9,3,4.0,7.6,0.61
0,0,1,55,6,7,2,6.0,9.1,0.77
0,1,1,40,2,8,1,2.0,4.3,0.23
1,1,1,42,8,10,1,3.0,5.1,0.27
1,1,0,26,13,2,2,3.0,6.3,0.42
1,0,1,27,5,9,2,4.0,7.2,0.53
1,1,1,32,19,9,3,5.0,6.3,0.53
0,1,0,46,18,10,3,6.0,6.2,0.51
0,1,1,54,14,3,3,4.0,6.1,0.44
0,0,1,45,2,8,2,4.0,4.6,0.42
1,0,1,61,7,5,2,4.0,5.5,0.48
1,1,0,44,12,11,2,4.0,3.1,0.25
0,0,0,41,17,9,2,5.0,6.3,0.58
